매출액,영업이익,당기순이익,ROA,ROE,베타
284.0,3.0,-46.0,-12.2,-22.2,0.85
792.0,13.0,24.0,4.9,9.3,1.04
70.0,-4.0,-1.0,-3.8,-6.8,1.02
140.0,-8.0,1.0,-5.5,-7.3,0.73
243.0,4.0,5.0,3.5,4.3,0.9
120.0,15.0,4.0,5.9,8.2,1.1
22.0,-4.0,-3.0,-3.3,-4.1,0.82
107.0,33.0,31.0,20.4,23.2,0.6
141.0,-19.0,-41.0,-5.5,-8.1,1.16
142.0,13.0,17.0,8.0,13.8,1.18
101.0,2.0,2.0,4.3,6.8,0.58
74.0,5.0,8.0,-1.1,-1.3,1.0
197.0,13.0,-7.0,-1.7,-3.6,0.39
1630.0,49.0,156.0,-0.1,4.3,1.48
10.0,-5.0,-6.0,-2.2,-4.8,-0.31
125.0,-25.0,-37.0,-23.1,-63.1,0.55
89.0,-4.0,-7.0,-25.8,-44.2,1.12
48.0,-3.0,5.0,10.6,12.0,0.0
59.0,7.0,8.0,6.4,7.2,0.9
64.0,6.0,6.0,6.7,39.1,0.93
128.0,-11.0,-15.0,-9.6,-57.5,1.09
34.0,8.0,10.0,6.8,7.5,0.55
-,-,-,,,0.17
233.0,17.0,17.0,11.2,18.4,1.08
28.0,4.0,3.0,3.0,3.3,0.78
88.0,2.0,2.0,2.6,3.7,0.56
907.0,-8.0,12.0,0.9,2.1,0.84
37.0,-3.0,1.0,1.2,1.3,1.04
147.0,-16.0,-20.0,-10.0,-15.4,1.29
33.0,6.0,7.0,6.1,6.4,0.84
244.0,-63.0,-45.0,-9.7,-13.1,0.76
63.0,-4.0,-7.0,-4.9,-6.9,0.0
163.0,-6.0,-5.0,-7.9,-8.7,1.0
127.0,-2.0,-1.0,9.4,19.5,0.48
103.0,7.0,7.0,14.6,21.7,0.63
238.0,6.0,6.0,1.5,1.4,1.47
32.0,4.0,7.0,13.1,14.9,0.99
119.0,-30.0,-12.0,0.7,1.0,1.99
95.0,1.0,6.0,10.9,23.8,0.8
29,-,1,-5.4,-6.1,0.88
37.0,1.0,4.0,4.3,4.6,1.15
81.0,-6.0,-4.0,-2.1,-2.4,1.67
47.0,-1.0,25.0,7.2,7.9,1.05
118.0,-1.0,-1.0,-5.8,-17.0,0.53
27,-6,-,2.9,3.0,1.24
76.0,2.0,5.0,6.3,6.8,1.12
132.0,20.0,26.0,21.5,25.4,0.61
